週,企業ID,企業名,業界,経営方針,フェーズ,売上高,売上原価,原価率,売上総利益,粗利率,人件費計,人件費率,地代家賃計,家賃率,広告宣伝費,広告費率,営業利益,営業利益率,支払利息,特別利益,当期純利益,純利益率,人件費(生産),人件費(開発),人件費(営業),人件費(人事),人件費(広報),人件費(経理),人件費(店舗),家賃(工場),家賃(オフィス),家賃(店舗),材料費(CF),商品仕入(CF),設備投資(CF)
43,26,オートサロンセンター,automotive,standard,GROWTH,196026086,180841502,92.3%,15184584,7.7%,69033792,35.2%,660000,0.3%,0,0.0%,-54509208,-27.8%,0,0,-54509208,-27.8%,0,0,59310723,6030765,1230768,1230768,1230768,0,500000,160000,0,150002975,0
43,27,Rapid Motors,pc,standard,GROWTH,70882728,10080000,14.2%,60802728,85.8%,63052261,89.0%,560000,0.8%,6000000,8.5%,-8809533,-12.4%,0,0,-8809533,-12.4%,1230768,12935373,41353818,5070766,1230768,1230768,0,60000,500000,0,9960000,0,0
43,28,Dimension Mobility,pc,standard,GROWTH,58634016,10080000,17.2%,48554016,82.8%,64713802,110.4%,560000,1.0%,5000000,8.5%,-21719786,-37.0%,0,0,-21719786,-37.0%,1230768,7519992,47483048,6018458,1230768,1230768,0,60000,500000,0,9960000,0,0
43,29,Solar Group,pc,standard,GROWTH,364500488,71520000,19.6%,292980488,80.4%,106276831,29.2%,560000,0.2%,40000000,11.0%,146143657,40.1%,0,0,146143657,40.1%,9624607,9390760,75532246,9267682,1230768,1230768,0,60000,500000,0,74760000,0,0
43,30,Grand Inc.,pc,standard,GROWTH,63829248,10080000,15.8%,53749248,84.2%,67495332,105.7%,560000,0.9%,6000000,9.4%,-20306084,-31.8%,0,0,-20306084,-31.8%,1230768,13439991,44061503,6301534,1230768,1230768,0,60000,500000,0,9960000,0,0
43,31,Cyber Cars,pc,standard,GROWTH,63070896,10080000,16.0%,52990896,84.0%,76590712,121.4%,560000,0.9%,6000000,9.5%,-30159816,-47.8%,0,0,-30159816,-47.8%,1230768,10079994,55852263,6966151,1230768,1230768,0,60000,500000,0,9960000,0,0
43,32,Vertex Co.,pc,standard,GROWTH,60744096,10080000,16.6%,50664096,83.4%,80159933,132.0%,560000,0.9%,5000000,8.2%,-35055837,-57.7%,0,0,-35055837,-57.7%,1230768,15913833,53009187,7544609,1230768,1230768,0,60000,500000,0,10080000,0,0
43,33,Infinity Engineering,pc,standard,GROWTH,66445152,9960000,15.0%,56485152,85.0%,70892258,106.7%,560000,0.8%,6000000,9.0%,-20967106,-31.6%,0,0,-20967106,-31.6%,1230768,15015374,45883046,6301534,1230768,1230768,0,60000,500000,0,9960000,0,0
43,34,Prime Cars,pc,standard,GROWTH,167564540,24600000,14.7%,142964540,85.3%,87052244,52.0%,560000,0.3%,28000000,16.7%,27352296,16.3%,0,0,27352296,16.3%,5390766,5612303,65550721,8036918,1230768,1230768,0,60000,500000,0,42480000,0,0
43,35,ハッピーパーク,pc,standard,GROWTH,7845305933,7235188911,92.2%,610117022,7.8%,157796767,2.0%,660000,0.0%,0,0.0%,451660255,5.8%,0,0,451660255,5.8%,0,0,130510643,15815367,1230768,1230768,9009221,0,500000,160000,0,6049518603,0
43,36,カーショップランド,pc,standard,STABLE,180138630,162124767,90.0%,18013863,10.0%,71827629,39.9%,500000,0.3%,0,0.0%,-54313766,-30.2%,0,0,-54313766,-30.2%,0,0,55495340,7519993,1230768,1230768,6350760,0,500000,0,0,145555564,0
43,37,オートランド,pc,standard,STABLE,82500465,74250418,90.0%,8250047,10.0%,56959943,69.0%,500000,0.6%,0,0.0%,-49209896,-59.6%,0,0,-49209896,-59.6%,0,0,41649190,6203072,1230768,1230768,6646145,0,500000,0,0,66662002,0
44,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
44,16,Global Mobility,automotive,standard,GROWTH,749204075,114000000,15.2%,635204075,84.8%,222867466,29.7%,560000,0.1%,50000000,6.7%,361776609,48.3%,0,0,361776609,48.3%,26793817,91101451,78929147,23581515,1230768,1230768,0,60000,500000,0,114000000,0,0
44,17,Cyber Works,automotive,standard,GROWTH,1024327860,118800000,11.6%,905527860,88.4%,135089105,13.2%,560000,0.1%,50000000,4.9%,719878755,70.3%,0,0,719878755,70.3%,28123050,37169199,51507641,14289219,1649229,2350767,0,60000,500000,0,118800000,0,0
44,18,Omega Automotive,automotive,standard,GROWTH,985300988,136800000,13.9%,848500988,86.1%,137107564,13.9%,560000,0.1%,50000000,5.1%,660833424,67.1%,0,0,660833424,67.1%,32209198,23889209,54473797,16221523,3692305,3089227,3532305,60000,500000,0,136800000,0,0
44,19,Galaxy Co.,automotive,standard,GROWTH,708407136,86400000,12.2%,622007136,87.8%,150892178,21.3%,560000,0.1%,50000000,7.1%,420554958,59.4%,0,0,420554958,59.4%,20135368,60246104,47433805,14313832,1230768,2929229,4603072,60000,500000,0,86400000,0,0
44,20,Aurora Works,automotive,standard,GROWTH,535854334,81600000,15.2%,454254334,84.8%,170535227,31.8%,560000,0.1%,50000000,9.3%,233159107,43.5%,0,0,233159107,43.5%,19532287,57747638,73883011,16910755,1230768,1230768,0,60000,500000,0,81600000,0,0
44,21,Eclipse Technologies,automotive,standard,GROWTH,649406109,75600000,11.6%,573806109,88.4%,115482984,17.8%,560000,0.1%,50000000,7.7%,407763125,62.8%,0,0,407763125,62.8%,17452293,35347666,36073819,11458454,7409223,2646151,5095378,60000,500000,0,74400000,0,0
44,22,Galaxy Engineering,automotive,standard,GROWTH,642395843,96000000,14.9%,546395843,85.1%,156627548,24.4%,560000,0.1%,50000000,7.8%,339208295,52.8%,0,0,339208295,52.8%,22461514,67323015,48566112,15815371,1230768,1230768,0,60000,500000,0,96000000,0,0
44,23,Techno Holdings,automotive,standard,GROWTH,541314800,78000000,14.4%,463314800,85.6%,189390601,35.0%,560000,0.1%,50000000,9.2%,223364199,41.3%,0,0,223364199,41.3%,18830751,79384552,70424549,18289213,1230768,1230768,0,60000,500000,0,80400000,0,0
44,24,ドライブ屋,automotive,standard,STABLE,43989534,40028238,91.0%,3961296,9.0%,85009162,193.2%,660000,1.5%,0,0.0%,-81707866,-185.7%,0,0,-81707866,-185.7%,0,0,73156864,8159994,1230768,1230768,1230768,0,500000,160000,0,0,0
44,25,ファミリー商会,automotive,standard,STABLE,263839632,242023830,91.7%,21815802,8.3%,87446080,33.1%,660000,0.3%,0,0.0%,-66290278,-25.1%,0,0,-66290278,-25.1%,0,0,75335321,8418455,1230768,1230768,1230768,0,500000,160000,0,212609448,0
44,26,オートサロンセンター,automotive,standard,GROWTH,217183531,200102299,92.1%,17081232,7.9%,70584560,32.5%,660000,0.3%,19000000,8.7%,-73163328,-33.7%,0,0,-73163328,-33.7%,0,0,60861491,6030765,1230768,1230768,1230768,0,500000,160000,0,171134349,0
44,27,Rapid Motors,pc,standard,GROWTH,71693574,9960000,13.9%,61733574,86.1%,65083029,90.8%,560000,0.8%,7000000,9.8%,-10909455,-15.2%,0,0,-10909455,-15.2%,1230768,12935373,43384586,5070766,1230768,1230768,0,60000,500000,0,9960000,0,0
44,28,Dimension Mobility,pc,standard,GROWTH,59229962,9960000,16.8%,49269962,83.2%,67236877,113.5%,560000,0.9%,5000000,8.4%,-23526915,-39.7%,0,0,-23526915,-39.7%,1230768,7519992,50006123,6018458,1230768,1230768,0,60000,500000,0,9960000,0,0
44,29,Solar Group,pc,standard,GROWTH,310803024,59520000,19.2%,251283024,80.8%,111039905,35.7%,560000,0.2%,36000000,11.6%,103683119,33.4%,0,0,103683119,33.4%,9624607,9390760,79741474,9821528,1230768,1230768,0,60000,500000,0,74880000,0,0
44,30,Grand Inc.,pc,standard,GROWTH,64779342,9960000,15.4%,54819342,84.6%,68307639,105.4%,560000,0.9%,6000000,9.3%,-20048297,-30.9%,0,0,-20048297,-30.9%,1230768,13439991,44873810,6301534,1230768,1230768,0,60000,500000,0,9960000,0,0
44,31,Cyber Cars,pc,standard,GROWTH,63418308,9960000,15.7%,53458308,84.3%,78239942,123.4%,560000,0.9%,6000000,9.5%,-31341634,-49.4%,0,0,-31341634,-49.4%,1230768,10079994,57501493,6966151,1230768,1230768,0,60000,500000,0,10080000,0,0
44,32,Vertex Co.,pc,standard,GROWTH,62234676,10080000,16.2%,52154676,83.8%,80849163,129.9%,560000,0.9%,6000000,9.6%,-35254487,-56.6%,0,0,-35254487,-56.6%,1230768,15913833,53698417,7544609,1230768,1230768,0,60000,500000,0,10080000,0,0
44,33,Infinity Engineering,pc,standard,GROWTH,67793072,9960000,14.7%,57833072,85.3%,73747641,108.8%,560000,0.8%,6000000,8.9%,-22474569,-33.2%,0,0,-22474569,-33.2%,1230768,15015374,48738429,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
44,34,Prime Cars,pc,standard,GROWTH,202401990,29160000,14.4%,173241990,85.6%,88036858,43.5%,560000,0.3%,16000000,7.9%,68645132,33.9%,0,0,68645132,33.9%,5390766,5612303,66535335,8036918,1230768,1230768,0,60000,500000,0,42480000,0,0
44,35,ハッピーパーク,pc,standard,GROWTH,7750966478,7143828136,92.2%,607138342,7.8%,163605994,2.1%,660000,0.0%,0,0.0%,442872348,5.7%,0,0,442872348,5.7%,0,0,135827563,16307674,1230768,1230768,9009221,0,500000,160000,0,6217591735,0
44,36,カーショップランド,pc,standard,STABLE,165000930,148500837,90.0%,16500093,10.0%,71827629,43.5%,500000,0.3%,0,0.0%,-55827536,-33.8%,0,0,-55827536,-33.8%,0,0,55495340,7519993,1230768,1230768,6350760,0,500000,0,0,136602942,0
44,37,オートランド,pc,standard,STABLE,756885,681196,90.0%,75689,10.0%,57452250,7590.6%,500000,66.1%,0,0.0%,-57876561,-7646.7%,722711,0,-58599272,-7742.2%,0,0,42141497,6203072,1230768,1230768,6646145,0,500000,0,0,626619,0
45,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
45,16,Global Mobility,automotive,standard,GROWTH,757442600,112800000,14.9%,644642600,85.1%,227273615,30.0%,560000,0.1%,50000000,6.6%,366808985,48.4%,0,0,366808985,48.4%,26793817,91101451,82621451,24295360,1230768,1230768,0,60000,500000,0,114000000,0,0
45,17,Cyber Works,automotive,standard,GROWTH,1056385529,118800000,11.2%,937585529,88.8%,140947559,13.3%,560000,0.1%,50000000,4.7%,746077970,70.6%,0,0,746077970,70.6%,28123050,43027653,51507641,14289219,1649229,2350767,0,60000,500000,0,118800000,0,0
45,18,Omega Automotive,automotive,standard,GROWTH,985579104,135600000,13.8%,849979104,86.2%,139766023,14.2%,560000,0.1%,50000000,5.1%,659653081,66.9%,0,0,659653081,66.9%,32209198,26547668,54473797,16221523,3692305,3089227,3532305,60000,500000,0,136800000,0,0
45,19,Galaxy Co.,automotive,standard,GROWTH,688999936,81600000,11.8%,607399936,88.2%,152726023,22.2%,560000,0.1%,50000000,7.3%,404113913,58.7%,0,0,404113913,58.7%,20135368,62079949,47433805,14313832,1230768,2929229,4603072,60000,500000,0,86400000,0,0
45,20,Aurora Works,automotive,standard,GROWTH,548683633,81600000,14.9%,467083633,85.1%,175347531,32.0%,560000,0.1%,50000000,9.1%,241176102,44.0%,0,0,241176102,44.0%,19532287,62559942,73883011,16910755,1230768,1230768,0,60000,500000,0,82800000,0,0
45,21,Eclipse Technologies,automotive,standard,GROWTH,644794703,74400000,11.5%,570394703,88.5%,119901442,18.6%,560000,0.1%,50000000,7.8%,399933261,62.0%,0,0,399933261,62.0%,21870751,35347666,36073819,11458454,7409223,2646151,5095378,60000,500000,0,74400000,0,0
45,22,Galaxy Engineering,automotive,standard,GROWTH,664733746,96000000,14.4%,568733746,85.6%,158535239,23.8%,560000,0.1%,50000000,7.5%,359638507,54.1%,0,0,359638507,54.1%,22461514,69230706,48566112,15815371,1230768,1230768,0,60000,500000,0,96000000,0,0
45,23,Techno Holdings,automotive,standard,GROWTH,580131093,82800000,14.3%,497331093,85.7%,190092139,32.8%,560000,0.1%,50000000,8.6%,256678954,44.2%,0,0,256678954,44.2%,18830751,80086090,70424549,18289213,1230768,1230768,0,60000,500000,0,80400000,0,0
45,24,ドライブ屋,automotive,standard,STABLE,44054631,40216506,91.3%,3838125,8.7%,86141469,195.5%,660000,1.5%,0,0.0%,-82963344,-188.3%,0,0,-82963344,-188.3%,0,0,74289171,8159994,1230768,1230768,1230768,0,500000,160000,0,0,0
45,25,ファミリー商会,automotive,standard,STABLE,247290898,226677693,91.7%,20613205,8.3%,88196849,35.7%,660000,0.3%,0,0.0%,-68243644,-27.6%,0,0,-68243644,-27.6%,0,0,76086090,8418455,1230768,1230768,1230768,0,500000,160000,0,195976905,0
45,26,オートサロンセンター,automotive,standard,GROWTH,229803730,211040060,91.8%,18763670,8.2%,72763019,31.7%,660000,0.3%,0,0.0%,-54659349,-23.8%,0,0,-54659349,-23.8%,0,0,62313797,6756918,1230768,1230768,1230768,0,500000,160000,0,177447247,0
45,27,Rapid Motors,pc,standard,GROWTH,73367435,9960000,13.6%,63407435,86.4%,66018413,90.0%,560000,0.8%,7000000,9.5%,-10170978,-13.9%,0,0,-10170978,-13.9%,1230768,12935373,43384586,6006150,1230768,1230768,0,60000,500000,0,10080000,0,0
45,28,Dimension Mobility,pc,standard,GROWTH,60675407,9960000,16.4%,50715407,83.6%,69919952,115.2%,560000,0.9%,5000000,8.2%,-24764545,-40.8%,0,0,-24764545,-40.8%,1230768,7519992,52012275,6695381,1230768,1230768,0,60000,500000,0,10080000,0,0
45,29,Solar Group,pc,standard,GROWTH,197747428,37920000,19.2%,159827428,80.8%,113316824,57.3%,560000,0.3%,31000000,15.7%,14950604,7.6%,0,0,14950604,7.6%,9624607,9390760,81070702,10769219,1230768,1230768,0,60000,500000,0,75000000,0,0
45,30,Grand Inc.,pc,standard,GROWTH,66119211,9960000,15.1%,56159211,84.9%,68307639,103.3%,560000,0.8%,6000000,9.1%,-18708428,-28.3%,0,0,-18708428,-28.3%,1230768,13439991,44873810,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
45,31,Cyber Cars,pc,standard,GROWTH,65693208,10080000,15.3%,55613208,84.7%,78818403,120.0%,560000,0.9%,6000000,9.1%,-29765195,-45.3%,0,0,-29765195,-45.3%,1230768,10079994,58079954,6966151,1230768,1230768,0,60000,500000,0,10080000,0,0
45,32,Vertex Co.,pc,standard,GROWTH,63463008,10080000,15.9%,53383008,84.1%,80849163,127.4%,560000,0.9%,6000000,9.5%,-34026155,-53.6%,0,0,-34026155,-53.6%,1230768,15913833,53698417,7544609,1230768,1230768,0,60000,500000,0,10080000,0,0
45,33,Infinity Engineering,pc,standard,GROWTH,70359576,10080000,14.3%,60279576,85.7%,74363025,105.7%,560000,0.8%,6000000,8.5%,-20643449,-29.3%,0,0,-20643449,-29.3%,1230768,15015374,49353813,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
45,34,Prime Cars,pc,standard,GROWTH,208385500,30000000,14.4%,178385500,85.6%,90966087,43.7%,560000,0.3%,20000000,9.6%,66859413,32.1%,0,0,66859413,32.1%,5390766,5612303,69464564,8036918,1230768,1230768,0,60000,500000,0,42600000,0,0
45,35,ハッピーパーク,pc,standard,GROWTH,7910025312,7295393329,92.2%,614631983,7.8%,167630605,2.1%,660000,0.0%,0,0.0%,446341378,5.6%,0,0,446341378,5.6%,0,0,138276791,17883057,1230768,1230768,9009221,0,500000,160000,0,6353361528,0
45,36,カーショップランド,pc,standard,STABLE,6999984,6299985,90.0%,699999,10.0%,71827629,1026.1%,500000,7.1%,0,0.0%,-71627630,-1023.3%,0,0,-71627630,-1023.3%,0,0,55495340,7519993,1230768,1230768,6350760,0,500000,0,0,5775437,0
45,37,オートランド,pc,standard,STABLE,0,0,0.0%,0,0.0%,57452250,0.0%,500000,0.0%,0,0.0%,-57952250,0.0%,722711,0,-58674961,0.0%,0,0,42141497,6203072,1230768,1230768,6646145,0,500000,0,0,0,0
46,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
46,16,Global Mobility,automotive,standard,GROWTH,788762766,114000000,14.5%,674762766,85.5%,230818227,29.3%,560000,0.1%,50000000,6.3%,393384539,49.9%,0,0,393384539,49.9%,26793817,91101451,85673756,24787667,1230768,1230768,0,60000,500000,0,115200000,0,0
46,17,Cyber Works,automotive,standard,GROWTH,1086445800,118800000,10.9%,967645800,89.1%,146313708,13.5%,560000,0.1%,50000000,4.6%,770772092,70.9%,0,0,770772092,70.9%,28123050,47729187,51507641,14953834,1649229,2350767,0,60000,500000,0,118800000,0,0
46,18,Omega Automotive,automotive,standard,GROWTH,1033311855,136800000,13.2%,896511855,86.8%,142596790,13.8%,560000,0.1%,50000000,4.8%,703355065,68.1%,0,0,703355065,68.1%,32209198,29378435,54473797,16221523,3692305,3089227,3532305,60000,500000,0,136800000,0,0
46,19,Galaxy Co.,automotive,standard,GROWTH,780810124,91200000,11.7%,689610124,88.3%,154289099,19.8%,560000,0.1%,50000000,6.4%,484761025,62.1%,0,0,484761025,62.1%,20135368,63643025,47433805,14313832,1230768,2929229,4603072,60000,500000,0,86400000,0,0
46,20,Aurora Works,automotive,standard,GROWTH,578697135,82800000,14.3%,495897135,85.7%,178412144,30.8%,560000,0.1%,50000000,8.6%,266924991,46.1%,0,0,266924991,46.1%,19532287,64603017,73883011,17932293,1230768,1230768,0,60000,500000,0,81600000,0,0
46,21,Eclipse Technologies,automotive,standard,GROWTH,681671772,74400000,10.9%,607271772,89.1%,123716824,18.1%,560000,0.1%,50000000,7.3%,432994948,63.5%,0,0,432994948,63.5%,21870751,39163048,36073819,11458454,7409223,2646151,5095378,60000,500000,0,92400000,0,30000000
46,22,Galaxy Engineering,automotive,standard,GROWTH,681957520,96000000,14.1%,585957520,85.9%,160196776,23.5%,560000,0.1%,50000000,7.3%,375200744,55.0%,0,0,375200744,55.0%,22461514,69230706,49599957,16443063,1230768,1230768,0,60000,500000,0,96000000,0,0
46,23,Techno Holdings,automotive,standard,GROWTH,588198963,80400000,13.7%,507798963,86.3%,197636746,33.6%,560000,0.1%,50000000,8.5%,259602217,44.1%,0,0,259602217,44.1%,18830751,86621468,70424549,19298442,1230768,1230768,0,60000,500000,0,80400000,0,0
46,24,ドライブ屋,automotive,standard,STABLE,163966928,150697766,91.9%,13269162,8.1%,86584545,52.8%,660000,0.4%,0,0.0%,-73975383,-45.1%,0,0,-73975383,-45.1%,0,0,74732247,8159994,1230768,1230768,1230768,0,500000,160000,0,111834547,0
46,25,ファミリー商会,automotive,standard,STABLE,148261728,136358952,92.0%,11902776,8.0%,88196849,59.5%,660000,0.4%,0,0.0%,-76954073,-51.9%,0,0,-76954073,-51.9%,0,0,76086090,8418455,1230768,1230768,1230768,0,500000,160000,0,109022260,0
46,26,オートサロンセンター,automotive,standard,GROWTH,227306141,209697663,92.3%,17608478,7.7%,74719941,32.9%,660000,0.3%,0,0.0%,-57771463,-25.4%,0,0,-57771463,-25.4%,0,0,64270719,6756918,1230768,1230768,1230768,0,500000,160000,0,176331600,0
46,27,Rapid Motors,pc,standard,GROWTH,75753300,10080000,13.3%,65673300,86.7%,66018413,87.1%,560000,0.7%,7000000,9.2%,-7905113,-10.4%,0,0,-7905113,-10.4%,1230768,12935373,43384586,6006150,1230768,1230768,0,60000,500000,0,10080000,0,0
46,28,Dimension Mobility,pc,standard,GROWTH,62279784,10080000,16.2%,52199784,83.8%,70461490,113.1%,560000,0.9%,6000000,9.6%,-24821706,-39.9%,0,0,-24821706,-39.9%,1230768,7519992,52553813,6695381,1230768,1230768,0,60000,500000,0,10080000,0,0
46,29,Solar Group,pc,standard,GROWTH,301536900,57960000,19.2%,243576900,80.8%,115962976,38.5%,560000,0.2%,19000000,6.3%,108053924,35.8%,0,0,108053924,35.8%,9624607,9390760,82904547,11581526,1230768,1230768,0,60000,500000,0,75000000,0,0
46,30,Grand Inc.,pc,standard,GROWTH,68356428,10080000,14.7%,58276428,85.3%,68972254,100.9%,560000,0.8%,6000000,8.8%,-17255826,-25.2%,0,0,-17255826,-25.2%,1230768,13439991,45538425,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
46,31,Cyber Cars,pc,standard,GROWTH,66045673,9960000,15.1%,56085673,84.9%,79519941,120.4%,560000,0.8%,6000000,9.1%,-29994268,-45.4%,0,0,-29994268,-45.4%,1230768,10079994,58781492,6966151,1230768,1230768,0,60000,500000,0,10080000,0,0
46,32,Vertex Co.,pc,standard,GROWTH,64785588,10080000,15.6%,54705588,84.4%,81329163,125.5%,560000,0.9%,6000000,9.3%,-33183575,-51.2%,0,0,-33183575,-51.2%,1230768,15913833,54178417,7544609,1230768,1230768,0,60000,500000,0,10080000,0,0
46,33,Infinity Engineering,pc,standard,GROWTH,72545928,10080000,13.9%,62465928,86.1%,75679947,104.3%,560000,0.8%,7000000,9.6%,-20774019,-28.6%,0,0,-20774019,-28.6%,1230768,15015374,50670735,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
46,34,Prime Cars,pc,standard,GROWTH,164763324,23760000,14.4%,141003324,85.6%,92295317,56.0%,560000,0.3%,20000000,12.1%,28148007,17.1%,0,0,28148007,17.1%,5390766,5612303,70338410,8492302,1230768,1230768,0,60000,500000,0,42600000,0,0
46,35,ハッピーパーク,pc,standard,GROWTH,8169055228,7534683904,92.2%,634371324,7.8%,173809059,2.1%,660000,0.0%,0,0.0%,459902265,5.6%,0,0,459902265,5.6%,0,0,144061399,18276903,1230768,1230768,9009221,0,500000,160000,0,6543908053,0
46,36,カーショップランド,pc,standard,STABLE,0,0,0.0%,0,0.0%,71827629,0.0%,500000,0.0%,0,0.0%,-72327629,0.0%,0,0,-72327629,0.0%,0,0,55495340,7519993,1230768,1230768,6350760,0,500000,0,0,0,0
46,37,オートランド,pc,standard,STABLE,187707480,168936732,90.0%,18770748,10.0%,58092250,30.9%,500000,0.3%,0,0.0%,-39821502,-21.2%,722711,0,-40544213,-21.6%,0,0,42781497,6203072,1230768,1230768,6646145,0,500000,0,0,154826400,0
47,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
47,16,Global Mobility,automotive,standard,GROWTH,822176594,116400000,14.2%,705776594,85.8%,235741301,28.7%,560000,0.1%,50000000,6.1%,419475293,51.0%,0,0,419475293,51.0%,26793817,91101451,89969138,25415359,1230768,1230768,0,60000,500000,0,115200000,0,0
47,17,Cyber Works,automotive,standard,GROWTH,1121540013,118800000,10.6%,1002740013,89.4%,151335241,13.5%,560000,0.0%,50000000,4.5%,800844772,71.4%,0,0,800844772,71.4%,28123050,52750720,51507641,14953834,1649229,2350767,0,60000,500000,0,120000000,0,0
47,18,Omega Automotive,automotive,standard,GROWTH,1074720540,138000000,12.8%,936720540,87.2%,145292172,13.5%,560000,0.1%,50000000,4.7%,740868368,68.9%,0,0,740868368,68.9%,32209198,32073817,54473797,16221523,3692305,3089227,3532305,60000,500000,0,136800000,0,0
47,19,Galaxy Co.,automotive,standard,GROWTH,767283624,86400000,11.3%,680883624,88.7%,156972174,20.5%,560000,0.1%,50000000,6.5%,473351450,61.7%,0,0,473351450,61.7%,20135368,66326100,47433805,14313832,1230768,2929229,4603072,60000,500000,0,86400000,0,0
47,20,Aurora Works,automotive,standard,GROWTH,584915328,81600000,14.0%,503315328,86.0%,183039831,31.3%,560000,0.1%,50000000,8.5%,269715497,46.1%,0,0,269715497,46.1%,19532287,68812243,73883011,18350754,1230768,1230768,0,60000,500000,0,81600000,0,0
47,21,Eclipse Technologies,automotive,standard,GROWTH,782111205,82800000,10.6%,699311205,89.4%,126510669,16.2%,560000,0.1%,50000000,6.4%,522240536,66.8%,0,0,522240536,66.8%,21870751,41956893,36073819,11458454,7409223,2646151,5095378,60000,500000,0,70800000,0,0
47,22,Galaxy Engineering,automotive,standard,GROWTH,694769840,96000000,13.8%,598769840,86.2%,161439852,23.2%,560000,0.1%,50000000,7.2%,386769988,55.7%,0,0,386769988,55.7%,22461514,70473782,49599957,16443063,1230768,1230768,0,60000,500000,0,96000000,0,0
47,23,Techno Holdings,automotive,standard,GROWTH,606808146,80400000,13.2%,526408146,86.8%,205599816,33.9%,560000,0.1%,50000000,8.2%,270248330,44.5%,0,0,270248330,44.5%,18830751,93747616,70424549,20135364,1230768,1230768,0,60000,500000,0,80400000,0,0
47,24,ドライブ屋,automotive,standard,STABLE,174924338,161208003,92.2%,13716335,7.8%,86929160,49.7%,660000,0.4%,0,0.0%,-73872825,-42.2%,0,0,-73872825,-42.2%,0,0,75076862,8159994,1230768,1230768,1230768,0,500000,160000,0,124933229,0
47,25,ファミリー商会,automotive,standard,STABLE,198070470,182773402,92.3%,15297068,7.7%,88196849,44.5%,660000,0.3%,0,0.0%,-73559781,-37.1%,0,0,-73559781,-37.1%,0,0,76086090,8418455,1230768,1230768,1230768,0,500000,160000,0,151260415,0
47,26,オートサロンセンター,automotive,standard,GROWTH,293004091,270476847,92.3%,22527244,7.7%,75963017,25.9%,660000,0.2%,0,0.0%,-54095773,-18.5%,0,0,-54095773,-18.5%,0,0,65513795,6756918,1230768,1230768,1230768,0,500000,160000,0,234795831,0
47,27,Rapid Motors,pc,standard,GROWTH,77411964,10080000,13.0%,67331964,87.0%,67249181,86.9%,560000,0.7%,7000000,9.0%,-7477217,-9.7%,0,0,-7477217,-9.7%,1230768,12935373,44615354,6006150,1230768,1230768,0,60000,500000,0,10080000,0,0
47,28,Dimension Mobility,pc,standard,GROWTH,62591213,9960000,15.9%,52631213,84.1%,72049180,115.1%,560000,0.9%,6000000,9.6%,-25977967,-41.5%,0,0,-25977967,-41.5%,1230768,7519992,54141503,6695381,1230768,1230768,0,60000,500000,0,10080000,0,0
47,29,Solar Group,pc,standard,GROWTH,274781367,52920000,19.3%,221861367,80.7%,116738360,42.5%,560000,0.2%,30000000,10.9%,74563007,27.1%,0,0,74563007,27.1%,9624607,9390760,83679931,11581526,1230768,1230768,0,60000,500000,0,75120000,0,0
47,30,Grand Inc.,pc,standard,GROWTH,69648684,10080000,14.5%,59568684,85.5%,70953790,101.9%,560000,0.8%,6000000,8.6%,-17945106,-25.8%,0,0,-17945106,-25.8%,1230768,13439991,47519961,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
47,31,Cyber Cars,pc,standard,GROWTH,68744799,10200000,14.8%,58544799,85.2%,81489170,118.5%,560000,0.8%,6000000,8.7%,-29504371,-42.9%,0,0,-29504371,-42.9%,1230768,10079994,60750721,6966151,1230768,1230768,0,60000,500000,0,10080000,0,0
47,32,Vertex Co.,pc,standard,GROWTH,66264240,10080000,15.2%,56184240,84.8%,82523008,124.5%,560000,0.8%,6000000,9.1%,-32898768,-49.6%,0,0,-32898768,-49.6%,1230768,15913833,55372262,7544609,1230768,1230768,0,60000,500000,0,9960000,0,0
47,33,Infinity Engineering,pc,standard,GROWTH,73229655,9960000,13.6%,63269655,86.4%,78166099,106.7%,560000,0.8%,7000000,9.6%,-22456444,-30.7%,0,0,-22456444,-30.7%,1230768,15015374,53156887,6301534,1230768,1230768,0,60000,500000,0,10080000,0,0
